burden,spacing,holedia,hole_depth,sremming_length,bench_height,column_charge_density,rock_density,total_rows,hole_blasted,face_length,powder_factor,column_charge,avg_col_weight,drill_factor,production_ton_theoretical,ppv,total_drill_mtr,fragmentation_p80,theoretical_pf,blast_accessories_cost,drilling_cost,frag_in_range,frag_over_size,flyrock,air_blast,total_exp_cost,total_explosive_kg,burden_to_spacing_ratio,explosive_per_hole,charge_per_volume
8.0,9.0,381.0,17.16,6.5,19.0,1.15,2.35,9.0,19,0.0,0.0,3,793.16,187.37,61081.2,0.0,326.0,705.0,4.05,5796.0,95000.0,0.7,2.0,0.1,0.1,1164533.56,15100.4,0.8888888888888888,794.7578947368421,11.038304093567252
8.0,9.0,381.0,18.8,6.5,19.0,1.15,2.35,5.0,36,0.0,3.93,3,816.6,171.0,115732.8,0.0,676.8,1150.0,3.93,13608.0,338400.0,80.0,10.0,20.0,0.1,2272098.0,29458.8,0.8888888888888888,818.3,21.53421052631579
8.35,9.0,381.0,18.2,5.94,19.0,1.15,2.35,7.0,21,40.0,3.93,3,816.03,184.37,70464.4,0.0,382.2,946.0,4.1,22476.0,191100.0,80.0,10.0,10.0,0.1,1325051.0,17175.9,0.9277777777777777,817.9000000000001,12.029204748397943
8.96,10.31,381.0,19.0,6.55,20.0,1.15,2.35,6.0,21,40.0,3.8,3,845.22,228.51,91176.69,0.0,399.0,801.0,5.13,22022.4,199500.0,80.0,10.0,10.0,0.1,1371623.0,17786.37,0.8690591658583899,846.9699999999999,9.626992907371482
8.75,8.2,381.0,19.0,6.54,19.0,1.15,2.35,7.0,21,0.0,3.78,3,845.2,168.61,67276.39,0.0,399.0,801.0,3.78,8440.0,199500.0,0.0,0.0,0.1,0.1,1372608.0,17789.94,1.0670731707317074,847.14,13.049653401797174
9.0,9.0,381.0,19.1,6.1,19.0,1.15,2.35,2.0,7,0.0,3.94,3,915.7,189.35,25316.55,0.0,133.7,801.0,3.94,2872.8,95000.0,0.0,0.0,0.1,0.1,495653.3,6424.39,1.0,917.7700000000001,4.174392462638077
8.0,9.0,381.0,19.0,6.55,19.0,1.15,2.35,6.0,18,0.0,3.8,3,844.0,169.2,57866.4,0.0,342.0,801.0,3.8,6216.0,171000.0,0.0,0.0,0.1,0.1,1174520.0,15225.3,0.8888888888888888,845.8499999999999,11.129605263157893
8.0,9.0,381.0,15.0,6.03,15.0,1.15,2.35,4.0,8,0.0,3.9,3,650.0,169.2,20304.0,0.0,120.0,801.0,3.9,4188.0,60000.0,0.0,0.0,0.1,0.1,402147.9,5212.0,0.8888888888888888,651.5,4.825925925925926
8.5,9.0,381.0,16.0,6.0,16.0,1.15,2.35,4.0,12,0.0,3.79,3,757.5,179.78,34516.8,0.0,192.0,801.0,3.79,3024.0,96000.0,0.0,0.0,0.1,0.1,702788.1,9110.04,0.9444444444444444,759.1700000000001,7.442843137254902
8.0,9.0,381.0,16.0,6.0,16.0,1.15,2.35,5.0,15,0.0,3.86,3,700.0,169.2,40608.0,0.0,240.0,801.0,3.86,4788.0,120000.0,0.0,0.0,0.1,0.1,810906.5,10518.9,0.8888888888888888,701.26,9.130989583333333
7.5,8.5,381.0,19.0,6.0,19.0,1.15,2.35,6.0,23,0.0,4.02,3,706.08,149.81,65468.06,0.0,437.0,801.0,4.02,6148.8,218500.0,0.0,0.0,0.1,0.1,1254185.08,16269.05,0.8823529411764706,707.35,13.431620227038183
8.0,9.0,381.0,17.2,7.36,17.2,1.15,2.35,5.0,14,0.0,3.8,3,763.5,169.2,40743.36,0.0,240.8,801.0,3.8,5241.6,120400.0,0.0,0.0,0.1,0.1,826315.9,10712.1,0.8888888888888888,765.15,8.649951550387598
8.5,9.0,381.0,19.0,6.79,19.0,1.15,2.35,5.0,44,0.0,4.19,3,812.7,179.78,150291.9,0.0,836.0,801.0,4.19,15246.0,418000.0,0.0,0.0,0.1,0.1,2762986.93,35829.64,0.9444444444444444,814.31,24.650595115239078
