blastcode,burden,optimized_burden,spacing,optimized_spacing,total_explosive_kg,optimized_explosive,total_cost,optimized_cost,predicted_frag_in_range,frag_in_range,predicted_oversize,frag_over_size,predicted_ppv,ppv
174,8.5,7.628164436963755,9.0,6.3607500137552435,16885.0,11868.867368248613,1878500.0,1307396.0301450633,17.30391177290636,0.75,2.3867155532069653,1.4,0.13264468275189767,0.0
2559,5.76,4.660310171638261,8.23,6.205545714204107,8016.0,5620.008867760393,894600.0,618736.4579958284,5.380051101006458,0.0,-0.13525825606799255,0.0,-0.0028600759118696077,0.0
2780,5.15,3.605,10.59,7.412999999999999,8553.17,5987.219,958367.0,649216.4,44.64067979214424,82.0,3.0307782977399076,5.0,3.1368156875133275,4.68
650,8.5,5.950000000164335,9.0,6.300000024252723,11620.98,8134.68600170388,1295098.0,878638.6004230689,4.233355133171461,0.0,-0.1665815997645782,0.0,-0.11106685006740324,0.0
92,8.0,6.025060426334893,9.5,6.679550748576854,12204.5,8546.439920919154,1346450.0,921365.4632366417,3.5377935997873173,0.75,1.0551495496574392,1.5,0.09900556999647613,0.0
819,4.0,2.8,405.0,283.5,24494.4,17146.08,3961440.0,2455488.0,12.921572910252246,0.0,2.234390080342973,0.0,4.207032687265758,0.0
1163,8.25,5.7749999999999995,10.34,7.2379999999999995,12801.3,8960.909999999998,1422630.0,965915.9999999998,10.947131458083204,0.0,1.1922298202934454,0.0,0.15527802953614994,0.0
254,8.0,5.972942322447308,9.0,6.302096150276947,6814.08,4823.307837820941,757408.0,522064.065976889,-2.0329771199422617,0.0,0.4713231167291157,0.0,-0.5269969066229999,0.0
2745,7.4,5.18,7.14,4.997999999999999,14486.89,10140.822999999999,1610189.0,1093217.2999999998,2.6065069623826562,0.0,-0.17404781176966308,0.0,1.9483708229816465,4.7
2348,8.11,6.018948791210013,8.3,6.129892345503112,12865.69,9015.543332327858,1448569.0,990349.5483615214,20.404109381087046,0.0,0.8021793963732349,0.0,0.5812036851782605,0.0
1251,6.75,4.725,7.75,5.425,16214.98,11350.485999999999,1801998.0,1223493.5999999999,3.3130093866806893,0.0,0.09839192702129852,0.0,0.30794479421514837,0.0
2409,3.86,2.702,4.58,3.206,4410.5,3087.35,591400.0,382406.5,-0.3720452305525861,0.0,-0.027658133336216452,0.0,-0.02789331834062252,0.0
288,8.6,6.02,9.0,6.3,20157.94,14110.557999999999,2224794.0,1513465.7999999998,-3.8598439869739996,0.0,-0.441964751765765,0.0,-0.1292810916928815,0.0
326,7.78,6.1834949194874556,11.87,9.322822098407459,28107.75,19691.152904761606,3132525.0,2169964.277101226,44.22364370673774,80.0,6.544993226213304,10.0,8.142007603746535,0.0
169,8.0,6.028189119075251,11.0,8.532625222985835,16168.9,11328.730421296365,1787390.0,1232530.8317744401,7.5091600155653255,0.75,2.7485663077267435,1.4,0.0871770318603218,0.0
