blastcode,burden,optimized_burden,spacing,optimized_spacing,total_explosive_kg,optimized_explosive,total_cost,optimized_cost,predicted_frag_in_range,frag_in_range,predicted_oversize,frag_over_size,predicted_ppv,ppv
2346,9.03,9.03,8.05,8.05,13857.6,13857.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,3.71,3.71,5.08,5.08,3397.0,3397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,8.11,8.11,8.3,8.3,12865.69,12865.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2373,3.59,3.59,4.56,4.56,3919.2,3919.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2374,7.88,7.88,8.2,8.2,10611.3,10611.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2408,8.78,8.341,7.9,7.9,8668.55,8235.1225,968854.9999999999,920412.25,26.010600000000004,0.0,0.5771999999999999,0.0,1.8484999999999996,0.0
2409,3.86,3.86,4.58,4.58,4410.5,4410.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410,6.98,6.98,7.91,7.91,13610.22,13610.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,14.42,13.699,16.36,16.36,7615.2,7234.44,854520.0,811794.0,10.1826,0.0,0.44510000000000005,0.0,3.7924000000000033,0.0
2412,7.44,7.44,8.17,8.17,6944.4,6944.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,6.68,6.345999999999999,10.47,10.47,8918.53,8472.603500000001,1007753.0000000001,957365.3500000001,34.7002,0.0,2.2122,0.0,1.7425,0.0
2418,9.97,9.97,10.6,10.6,4509.0,4509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2429,7.25,7.25,6.73,6.73,11272.5,11272.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,7.2,7.2,9.3,9.3,11192.4,11192.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,2.97,2.97,4.81,4.81,1152.3,1152.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,5.34,5.34,8.9,8.9,6343.4,6343.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2466,5.63,5.63,7.72,7.72,7214.4,7214.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2467,7.52,7.52,8.67,8.67,7214.4,7214.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,5.8,5.8,9.13,9.13,11222.4,11222.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,5.89,5.5954999999999995,9.13,9.586500000000001,22444.8,21322.559999999998,2510480.0,2397591.0,59.41,0.0,7.02,0.0,1.2374,0.0
2526,6.08,5.776,6.9,6.9,12775.5,12136.724999999999,1420050.0,1349047.4999999998,6.8317000000000005,0.0,0.2721,0.0,0.094,0.0
2527,8.62,8.62,6.82,6.82,17885.7,17885.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,6.08,6.08,12.84,12.84,9018.0,9018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,7.2,6.84,7.57,7.57,13627.2,12945.84,1514720.0,1438984.0,0.8887,0.0,0.0414,0.0,0.0,0.0
2557,6.71,6.71,8.7,8.7,8017.0,8017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,4.61,4.61,7.74,7.74,8757.43,8757.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,5.76,5.76,8.23,8.23,8016.0,8016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,6.33,6.33,7.14,7.14,13627.2,13627.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,6.79,6.79,8.82,8.82,15330.6,15330.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,5.36,5.36,8.34,8.34,17885.7,17885.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,5.87,5.87,9.04,9.04,6863.7,6863.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2564,16.38,15.560999999999998,12.23,12.23,19238.4,18276.48,2151840.0,2044248.0,31.457700000000003,0.0,2.1814999999999998,0.0,2.0882999999999994,0.0
2580,3.67,3.67,4.43,4.43,3157.5,3157.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,6.42,6.42,7.89,7.89,11222.4,11222.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,6.12,6.12,7.89,7.89,8416.8,8416.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,7.19,7.19,8.48,8.48,14478.9,14478.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2584,5.98,5.98,9.88,9.88,8016.0,8016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2585,7.08,7.08,9.15,9.15,13528.35,13528.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2621,6.5,6.5,6.37,6.37,9479.69,9479.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2622,7.17,7.17,9.43,9.43,8516.9,8516.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2623,7.47,7.47,9.66,9.66,32214.52,32214.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,5.74,5.74,8.87,8.87,7876.08,7876.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2625,5.09,5.09,8.13,8.13,11222.84,11222.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2626,6.96,6.96,8.24,8.24,9419.08,9419.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,5.59,5.59,4.17,4.17,961.6,961.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,7.19,7.19,7.75,7.75,10861.58,10861.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2648,8.5,8.5,11.1,11.1,8818.7,8818.7,0.0,0.0,0.0,91.13,0.0,1.02,0.0,0.0
2649,5.75,5.75,10.17,10.17,16182.3,16182.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2650,4.7,4.7,6.26,6.26,7605.3,7605.3,0.0,0.0,0.0,77.0,0.0,13.0,0.0,0.0
2651,6.96,6.612,8.38,8.38,9619.2,9138.24,1075920.0,1022124.0,0.87,0.0,0.0,0.0,0.0,0.0
2652,5.72,5.72,7.26,7.26,10992.77,10992.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,6.33,6.33,8.69,8.69,12925.5,12925.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,6.11,6.11,9.18,9.18,10220.4,10220.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2663,5.3,5.3,7.6,7.6,10600.9,10600.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2664,4.21,4.21,8.57,8.57,9549.1,9549.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2676,6.39,6.39,9.07,9.07,9368.7,9368.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,4.38,4.38,8.38,8.38,6813.6,6813.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,6.88,6.88,7.52,7.52,6022.9,6022.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680,8.5,8.5,7.85,7.85,12825.6,12825.6,0.0,0.0,0.0,88.17,0.0,0.57,0.0,0.0
2708,4.54,4.54,6.92,6.92,2028.16,2028.16,0.0,0.0,0.0,60.0,0.0,15.0,0.0,0.0
2712,6.74,6.74,9.25,9.25,8726.6,8726.6,0.0,0.0,0.0,87.0,0.0,3.0,0.0,0.0
2717,5.91,5.6145,8.6,8.6,16939.83,16092.838500000002,1874483.0000000002,1780758.85,28.197,0.0,3.939999999999999,0.0,1.2458,5.1
2728,6.0,6.0,6.07,6.07,8253.84,8253.84,0.0,0.0,0.0,87.0,0.0,1.0,0.0,0.0
2729,7.11,7.11,9.24,9.24,20932.35,20932.35,0.0,0.0,0.0,87.0,0.0,3.5,0.0,11.07
2730,7.1,6.744999999999999,8.17,8.17,4871.62,4628.039,541162.0,514103.89999999997,2.4279999999999995,89.0,0.72,1.0,0.0,5.0
2730,4.0,3.8,8.56,8.56,4871.62,4628.039,541162.0,514103.89999999997,10.52,89.0,1.344,1.0,0.7157999999999999,5.0
2738,9.2,9.2,8.32,8.32,9265.56,9265.56,0.0,0.0,0.0,86.0,0.0,2.0,0.0,12.01
2745,7.4,7.4,7.14,7.14,14486.89,14486.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
2756,6.46,6.46,9.69,9.69,5965.12,5965.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,8.38,7.961,7.9,7.9,13081.89,12427.795499999998,1459939.0,1386942.0499999998,38.4904,44.0,0.4677,1.0,4.1396000000000015,13.09
2776,3.8,3.8,9.7,9.7,11078.21,11078.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,6.26,5.946999999999999,10.69,10.69,12714.62,12078.889000000001,1421212.0,1350151.4000000001,30.3308,89.0,2.845,2.0,2.5407,4.73
2778,10.64,10.64,4.17,4.17,16425.4,16425.4,0.0,0.0,0.0,83.0,0.0,5.0,0.0,8.2
2778,6.72,6.72,7.8,7.8,16425.4,16425.4,0.0,0.0,0.0,83.0,0.0,5.0,0.0,8.2
2779,5.03,5.03,8.68,8.68,10205.64,10205.64,0.0,0.0,0.0,93.0,0.0,5.0,0.0,4.91
2780,5.15,5.15,10.59,10.59,8553.17,8553.17,0.0,0.0,0.0,82.0,0.0,5.0,0.0,4.68
2782,14.0,14.0,15.68,15.68,8521.6,8521.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
2783,7.76,7.76,6.67,6.67,11930.24,11930.24,0.0,0.0,0.0,85.0,0.0,1.0,0.0,6.62
2786,5.64,5.358,9.27,9.27,13636.0,12954.199999999999,1515600.0,1439820.0,10.67,0.0,1.33,0.0,0.4535,6.47
2835,15.02,15.02,9.01,9.01,13078.8,13078.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2836,6.36,6.042,7.96,7.96,10539.66,10012.677,1177466.0,1118592.7,0.86,0.0,0.0,0.0,0.0,0.0
2837,4.93,4.93,8.93,8.93,10730.19,10730.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2838,6.95,6.95,7.33,7.33,6817.28,6817.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
